inventory_regime,execution_regime_10k,execution_regime_50k,skew_regime,spot_stress_days_365d,early_warning_days_365d,max_spot_deviation_bps_365d,current_spot_deviation_bps,current_pool_eth_share,risk_reversal_25d,downside_convexity_premium,discount_bps_10k,discount_bps_50k,interpretation
steth_heavy_pool,thin_marginal_depth,execution_breakdown,mild_tail_hedging,14,58,63.41943514054815,13.658700117732405,0.2866857706593563,8.11,10.70600000000001,618.8846991449426,7604.480879443258,"Curve inventory is currently stETH-heavy rather than ETH-stressed, so realized exit pressure is not elevated. Despite non-stressed inventory, modeled execution quality deteriorates with trade size, showing that TVL overstates usable liquidity. The options surface is pricing downside convexity more aggressively than spot pool state alone would suggest. Current cross-market state is a divergence regime: spot spread is calm while downside convexity remains bid."
