trade_size_steth,eth_out,executable_price,discount_bps
100,98.74250703411963,0.9874250703411963,125.74929658803691
500,493.44449281939524,0.9868889856387905,131.11014361209538
1000,986.1712500639896,0.9861712500639896,138.28749936010354
5000,4886.578898371994,0.9773157796743988,226.84220325601245
10000,9381.115300855057,0.9381115300855057,618.8846991449426
25000,11882.78989906901,0.4753115959627604,5246.884040372396
50000,11977.595602783706,0.2395519120556741,7604.480879443258
