observations,calm_days,widening_but_not_stressed_days,stress_days,p_fragile_7d_given_calm,p_fragile_7d_given_widening,avg_future_max_after_calm,avg_future_max_after_widening
365,291,58,14,0.041237113402061855,0.1206896551724138,14.288300960496239,17.119174112544908
